,Unnamed: 0,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Codechef,Salary,DSA
754,754,25,Male,Information Technology,1,6,0,0,1,3.0,42331.0,500.0
755,755,25,Male,Computer Science,0,8,0,0,1,2.0,47098.0,600.0
756,756,26,Male,Civil,0,8,1,0,1,2.0,42660.0,600.0
757,757,24,Male,Mechanical,0,6,1,0,1,2.0,21257.0,400.0
758,758,26,Female,Electrical,1,8,0,0,1,3.0,57240.0,700.0
759,759,25,Male,Information Technology,1,8,0,0,1,3.0,51473.0,700.0
760,760,22,Male,Computer Science,0,6,0,0,1,2.0,25398.0,400.0
761,761,21,Male,Information Technology,0,6,0,0,1,2.0,30452.0,400.0
762,762,22,Male,Electrical,1,6,0,0,0,3.0,40943.0,500.0
763,763,22,Male,Information Technology,1,6,0,0,1,3.0,34781.0,500.0
764,764,22,Female,Computer Science,1,6,1,0,1,3.0,31978.0,500.0
765,765,22,Male,Electronics And Communication,1,8,0,0,1,3.0,51007.0,700.0
766,766,21,Female,Computer Science,1,6,1,0,1,3.0,34832.0,500.0
767,767,22,Male,Computer Science,1,6,0,0,0,3.0,43118.0,500.0
768,768,21,Female,Information Technology,1,6,0,0,1,3.0,37131.0,500.0
769,769,21,Male,Electrical,0,8,0,0,1,2.0,48648.0,600.0
770,770,22,Male,Mechanical,0,7,1,0,0,2.0,36257.0,500.0
771,771,22,Female,Computer Science,2,8,1,0,1,4.0,61427.0,800.0
772,772,22,Male,Computer Science,1,8,0,0,1,3.0,54244.0,700.0
773,773,22,Male,Computer Science,1,8,0,0,1,3.0,63647.0,700.0
774,774,21,Male,Information Technology,0,7,0,0,1,2.0,42600.0,500.0
775,775,21,Female,Electronics And Communication,0,6,0,0,0,2.0,26506.0,400.0
776,776,21,Male,Electrical,1,6,0,0,0,3.0,41435.0,500.0
777,777,22,Male,Computer Science,1,6,0,0,1,3.0,37234.0,500.0
778,778,22,Male,Electrical,0,8,0,0,1,2.0,52441.0,600.0
779,779,21,Male,Electrical,1,7,0,1,1,3.0,54787.0,600.0
780,780,21,Female,Mechanical,1,7,0,0,0,3.0,50969.0,600.0
781,781,22,Male,Electrical,0,7,1,0,0,2.0,42922.0,500.0
782,782,21,Female,Information Technology,2,8,0,0,1,4.0,64761.0,800.0
783,783,22,Male,Mechanical,0,8,1,0,1,2.0,43623.0,600.0
784,784,21,Male,Computer Science,1,8,0,0,1,3.0,52928.0,700.0
785,785,22,Male,Civil,0,6,1,1,0,2.0,31333.0,400.0
786,786,21,Male,Information Technology,0,6,0,0,0,2.0,30634.0,400.0
787,787,21,Female,Electronics And Communication,1,8,1,1,1,3.0,52618.0,700.0
788,788,22,Female,Information Technology,1,8,0,0,1,3.0,55198.0,700.0
789,789,22,Male,Mechanical,1,8,1,0,1,3.0,62712.0,700.0
790,790,22,Male,Civil,0,8,1,0,1,2.0,44758.0,600.0
791,791,22,Male,Civil,0,6,0,0,0,2.0,23789.0,400.0
792,792,22,Male,Computer Science,1,8,0,0,1,3.0,54770.0,700.0
793,793,22,Male,Electronics And Communication,1,8,0,0,1,3.0,57695.0,700.0
794,794,22,Male,Computer Science,2,8,0,1,1,4.0,68384.0,800.0
795,795,22,Female,Electrical,0,8,0,0,1,2.0,51386.0,600.0
796,796,22,Male,Information Technology,1,7,1,0,1,3.0,40780.0,600.0
797,797,22,Female,Computer Science,0,8,1,0,1,2.0,50224.0,600.0
798,798,22,Male,Electrical,0,7,0,0,0,2.0,35128.0,500.0
799,799,21,Male,Electronics And Communication,0,8,0,1,1,2.0,52376.0,600.0
800,800,22,Female,Information Technology,0,7,0,0,1,2.0,44164.0,500.0
801,801,21,Male,Computer Science,1,7,0,0,1,3.0,44428.0,600.0
802,802,22,Male,Civil,1,6,0,0,0,3.0,43394.0,500.0
803,803,21,Female,Information Technology,0,6,0,0,1,2.0,27395.0,400.0
804,804,22,Male,Computer Science,1,8,0,0,1,3.0,55591.0,700.0
805,805,21,Male,Mechanical,0,8,1,0,1,2.0,46207.0,600.0
806,806,22,Male,Civil,0,6,0,0,0,2.0,28722.0,400.0
807,807,22,Male,Computer Science,1,6,0,0,1,3.0,33055.0,500.0
808,808,22,Male,Computer Science,1,7,0,0,1,3.0,49215.0,600.0
809,809,21,Male,Civil,0,6,0,0,0,2.0,26282.0,400.0
810,810,22,Male,Computer Science,1,8,0,0,1,3.0,55931.0,700.0
811,811,21,Male,Civil,1,8,0,0,1,3.0,57415.0,700.0
812,812,21,Male,Electronics And Communication,1,6,1,1,0,3.0,40398.0,500.0
813,813,22,Female,Mechanical,1,8,0,0,1,3.0,54345.0,700.0
814,814,22,Male,Information Technology,0,8,0,0,1,2.0,46101.0,600.0
815,815,21,Male,Civil,0,6,0,0,0,2.0,24474.0,400.0
816,816,22,Male,Electronics And Communication,1,6,0,0,0,3.0,34816.0,500.0
817,817,21,Male,Mechanical,0,8,1,0,1,2.0,41317.0,600.0
818,818,21,Female,Electrical,0,7,0,0,0,2.0,41753.0,500.0
819,819,22,Male,Computer Science,0,6,0,0,1,2.0,32402.0,400.0
820,820,22,Female,Information Technology,1,7,1,0,1,3.0,42154.0,600.0
821,821,21,Male,Electronics And Communication,1,8,1,0,1,3.0,61823.0,700.0
822,822,21,Male,Computer Science,2,8,0,0,1,4.0,74322.0,800.0
823,823,22,Male,Civil,0,7,0,1,0,2.0,31372.0,500.0
824,824,21,Male,Electronics And Communication,0,7,0,0,0,2.0,43187.0,500.0
825,825,21,Male,Civil,0,8,1,0,1,2.0,54308.0,600.0
826,826,21,Male,Mechanical,0,7,1,0,0,2.0,34413.0,500.0
827,827,21,Female,Information Technology,0,7,0,0,1,2.0,42656.0,500.0
828,828,21,Male,Electronics And Communication,2,6,0,0,1,4.0,52402.0,600.0
829,829,21,Female,Information Technology,0,8,0,0,1,2.0,42262.0,600.0
830,830,21,Male,Electronics And Communication,0,7,0,0,1,2.0,40470.0,500.0
831,831,21,Male,Information Technology,1,8,0,0,1,3.0,60235.0,700.0
832,832,22,Male,Electronics And Communication,3,7,0,0,0,5.0,64115.0,800.0
833,833,21,Male,Mechanical,0,6,1,0,0,2.0,20900.0,400.0
834,834,21,Male,Mechanical,0,6,1,0,0,2.0,22699.0,400.0
835,835,21,Female,Mechanical,1,8,1,0,1,3.0,60848.0,700.0
836,836,22,Male,Electrical,0,8,1,0,1,2.0,45376.0,600.0
837,837,21,Male,Information Technology,0,6,0,0,1,2.0,32901.0,400.0
838,838,22,Female,Information Technology,0,6,0,0,1,2.0,21990.0,400.0
839,839,22,Male,Computer Science,1,6,0,0,0,3.0,38172.0,500.0
840,840,21,Male,Information Technology,0,6,0,0,1,2.0,26217.0,400.0
841,841,22,Male,Computer Science,1,7,0,0,1,3.0,42267.0,600.0
842,842,22,Male,Mechanical,1,8,1,0,1,3.0,58193.0,700.0
843,843,22,Male,Electrical,0,7,1,0,0,2.0,41768.0,500.0
844,844,22,Male,Electronics And Communication,1,6,1,1,0,3.0,32885.0,500.0
845,845,21,Male,Computer Science,0,7,0,0,1,2.0,32491.0,500.0
846,846,22,Male,Electrical,1,6,0,0,0,3.0,42084.0,500.0
847,847,21,Male,Electronics And Communication,0,6,0,0,0,2.0,21262.0,400.0
848,848,22,Male,Information Technology,0,8,0,1,1,2.0,42753.0,600.0
849,849,22,Male,Electronics And Communication,2,8,0,0,1,4.0,72193.0,800.0
850,850,22,Male,Mechanical,1,7,1,0,0,3.0,53391.0,600.0
851,851,22,Female,Information Technology,0,6,0,0,0,2.0,20591.0,400.0
852,852,21,Male,Electrical,0,7,0,0,1,2.0,40012.0,500.0
853,853,22,Male,Electronics And Communication,0,7,0,0,0,2.0,42152.0,500.0
854,854,22,Male,Computer Science,1,7,0,0,1,3.0,51177.0,600.0
855,855,21,Male,Computer Science,1,8,0,0,1,3.0,52011.0,700.0
856,856,21,Male,Computer Science,2,7,0,0,1,4.0,58384.0,700.0
857,857,22,Male,Information Technology,2,6,0,0,1,4.0,54882.0,600.0
858,858,21,Male,Information Technology,1,6,0,0,1,3.0,36931.0,500.0
859,859,22,Male,Civil,0,8,0,1,1,2.0,44974.0,600.0
860,860,22,Male,Mechanical,1,7,1,0,0,3.0,51315.0,600.0
861,861,21,Male,Computer Science,1,8,0,0,1,3.0,64141.0,700.0
862,862,21,Male,Mechanical,0,8,1,0,1,2.0,48940.0,600.0
863,863,21,Male,Electrical,2,7,1,1,1,4.0,60578.0,700.0
864,864,21,Female,Computer Science,0,6,1,0,1,2.0,28056.0,400.0
865,865,22,Male,Mechanical,1,6,0,0,0,3.0,37399.0,500.0
866,866,22,Male,Civil,0,6,1,0,0,2.0,33733.0,400.0
867,867,21,Male,Electronics And Communication,2,7,0,0,1,4.0,60406.0,700.0
868,868,22,Female,Information Technology,0,8,0,0,1,2.0,50310.0,600.0
869,869,22,Male,Electronics And Communication,0,6,0,0,0,2.0,24540.0,400.0
870,870,22,Female,Information Technology,1,6,0,0,1,3.0,44006.0,500.0
871,871,22,Male,Mechanical,1,7,1,0,0,3.0,53403.0,600.0
872,872,22,Male,Mechanical,1,6,1,0,0,3.0,35408.0,500.0
873,873,22,Male,Information Technology,0,8,0,0,1,2.0,51395.0,600.0
874,874,22,Male,Information Technology,0,8,0,0,1,2.0,43423.0,600.0
875,875,21,Male,Electrical,1,6,1,1,0,3.0,35817.0,500.0
876,876,22,Male,Computer Science,1,7,0,0,1,3.0,47443.0,600.0
877,877,21,Male,Computer Science,0,8,0,1,1,2.0,42324.0,600.0
878,878,21,Male,Information Technology,2,6,0,0,1,4.0,41643.0,600.0
879,879,21,Male,Electronics And Communication,1,8,1,1,1,3.0,59145.0,700.0
880,880,22,Male,Information Technology,0,8,0,0,1,2.0,51664.0,600.0
881,881,22,Female,Information Technology,0,8,0,0,1,2.0,49470.0,600.0
882,882,22,Male,Computer Science,0,6,0,1,1,2.0,31107.0,400.0
883,883,22,Male,Information Technology,1,8,0,0,1,3.0,64234.0,700.0
884,884,21,Male,Computer Science,0,6,0,1,0,2.0,26716.0,400.0
885,885,21,Male,Electrical,0,6,0,0,0,2.0,28658.0,400.0
886,886,22,Male,Information Technology,1,8,0,1,1,3.0,51814.0,700.0
887,887,22,Male,Mechanical,0,6,1,0,0,2.0,33798.0,400.0
888,888,21,Male,Information Technology,1,8,0,0,1,3.0,59226.0,700.0
889,889,22,Male,Electrical,1,7,0,0,0,3.0,50000.0,600.0
890,890,22,Male,Electronics And Communication,0,8,0,0,1,2.0,54431.0,600.0
891,891,21,Male,Information Technology,0,8,0,0,1,2.0,40711.0,600.0
892,892,21,Female,Computer Science,1,7,1,0,1,3.0,53383.0,600.0
893,893,22,Male,Information Technology,0,6,0,0,1,2.0,21971.0,400.0
894,894,22,Male,Information Technology,0,7,0,0,1,2.0,36229.0,500.0
895,895,22,Male,Civil,0,6,1,1,0,2.0,23956.0,400.0
896,896,22,Male,Information Technology,1,7,0,0,0,3.0,52642.0,600.0
897,897,21,Male,Electrical,1,8,0,0,1,3.0,62180.0,700.0
898,898,21,Female,Information Technology,2,7,0,0,1,4.0,59958.0,700.0
899,899,22,Male,Information Technology,3,8,0,0,1,5.0,76660.0,900.0
900,900,22,Male,Mechanical,0,7,1,1,0,2.0,37795.0,500.0
901,901,21,Female,Information Technology,1,6,1,0,0,3.0,31607.0,500.0
902,902,22,Male,Mechanical,1,7,1,1,0,3.0,48287.0,600.0
903,903,21,Male,Information Technology,1,6,0,0,0,3.0,38814.0,500.0
904,904,21,Male,Mechanical,0,8,1,0,1,2.0,51368.0,600.0
905,905,22,Male,Electrical,0,8,0,1,1,2.0,49700.0,600.0
906,906,21,Male,Information Technology,1,8,0,0,1,3.0,62063.0,700.0
907,907,21,Male,Computer Science,0,6,0,0,0,2.0,21339.0,400.0
908,908,22,Male,Information Technology,0,7,0,0,0,2.0,30291.0,500.0
909,909,21,Male,Mechanical,0,8,1,0,1,2.0,51737.0,600.0
910,910,21,Male,Information Technology,0,7,0,0,0,2.0,36012.0,500.0
911,911,21,Male,Electrical,0,6,0,0,0,2.0,23863.0,400.0
912,912,21,Male,Electronics And Communication,1,7,1,1,0,3.0,49512.0,600.0
913,913,21,Male,Civil,2,7,0,0,0,4.0,51027.0,700.0
914,914,22,Female,Civil,1,8,0,0,1,3.0,61243.0,700.0
915,915,22,Male,Information Technology,0,6,0,0,1,2.0,24350.0,400.0
916,916,22,Female,Information Technology,1,6,0,0,1,3.0,44768.0,500.0
917,917,22,Male,Civil,0,7,1,0,0,2.0,38317.0,500.0
918,918,21,Male,Computer Science,0,8,0,1,1,2.0,42320.0,600.0
919,919,22,Male,Information Technology,2,6,0,0,1,4.0,47666.0,600.0
920,920,21,Male,Civil,0,6,0,0,0,2.0,20316.0,400.0
921,921,21,Male,Civil,0,8,0,0,1,2.0,49556.0,600.0
922,922,21,Male,Computer Science,0,7,0,0,1,2.0,34808.0,500.0
923,923,21,Male,Civil,1,7,0,0,0,3.0,43932.0,600.0
924,924,21,Male,Civil,1,6,0,0,0,3.0,36643.0,500.0
925,925,21,Male,Information Technology,2,8,0,1,1,4.0,70342.0,800.0
926,926,21,Female,Mechanical,1,6,1,0,0,3.0,31343.0,500.0
927,927,22,Male,Information Technology,2,8,0,0,1,4.0,62504.0,800.0
928,928,21,Female,Civil,1,8,0,1,1,3.0,60388.0,700.0
929,929,22,Male,Information Technology,0,6,0,0,1,2.0,23008.0,400.0
930,930,22,Male,Electronics And Communication,0,7,0,0,0,2.0,41353.0,500.0
931,931,21,Male,Computer Science,1,8,0,0,1,3.0,50016.0,700.0
932,932,22,Male,Information Technology,2,7,1,0,1,4.0,54798.0,700.0
933,933,22,Male,Computer Science,1,7,0,0,1,3.0,53027.0,600.0
934,934,22,Male,Information Technology,1,7,0,1,1,3.0,46980.0,600.0
935,935,22,Male,Computer Science,1,7,0,0,1,3.0,45805.0,600.0
936,936,22,Male,Mechanical,1,7,1,1,0,3.0,41189.0,600.0
937,937,22,Female,Computer Science,1,7,1,0,0,3.0,54547.0,600.0
938,938,22,Male,Mechanical,0,7,1,0,0,2.0,36367.0,500.0
939,939,22,Male,Civil,0,8,0,0,1,2.0,45881.0,600.0
940,940,22,Male,Information Technology,2,7,0,1,1,4.0,57334.0,700.0
941,941,22,Male,Mechanical,0,7,1,0,0,2.0,41372.0,500.0
942,942,22,Male,Computer Science,0,6,0,0,1,2.0,27791.0,400.0
943,943,22,Male,Electronics And Communication,0,8,0,0,1,2.0,53495.0,600.0
944,944,22,Male,Computer Science,1,8,0,0,1,3.0,51289.0,700.0
945,945,22,Male,Computer Science,1,6,0,0,1,3.0,40396.0,500.0
946,946,22,Male,Computer Science,2,7,0,0,1,4.0,54449.0,700.0
947,947,21,Male,Computer Science,1,8,0,0,1,3.0,63015.0,700.0
948,948,21,Male,Information Technology,0,7,0,1,1,2.0,37717.0,500.0
949,949,22,Male,Computer Science,0,7,0,0,1,2.0,43098.0,500.0
950,950,22,Female,Information Technology,0,8,0,0,1,2.0,46859.0,600.0
951,951,22,Male,Information Technology,0,7,0,0,1,2.0,33423.0,500.0
952,952,22,Male,Computer Science,0,8,0,0,1,2.0,45291.0,600.0
953,953,21,Male,Civil,1,8,0,0,1,3.0,53357.0,700.0
954,954,21,Male,Mechanical,0,7,1,0,0,2.0,40022.0,500.0
955,955,21,Male,Information Technology,1,6,0,0,1,3.0,35607.0,500.0
956,956,21,Male,Information Technology,1,8,0,0,1,3.0,60304.0,700.0
957,957,21,Male,Mechanical,0,7,1,0,0,2.0,30745.0,500.0
958,958,22,Male,Computer Science,1,7,0,0,1,3.0,52505.0,600.0
959,959,21,Male,Computer Science,1,7,0,0,1,3.0,47473.0,600.0
960,960,22,Male,Mechanical,1,8,1,0,1,3.0,54112.0,700.0
961,961,22,Male,Information Technology,1,8,1,0,1,3.0,62372.0,700.0
962,962,21,Male,Information Technology,0,6,0,1,1,2.0,34159.0,400.0
963,963,21,Male,Information Technology,0,7,0,1,1,2.0,40324.0,500.0
964,964,22,Male,Information Technology,2,8,0,0,1,4.0,73155.0,800.0
965,965,22,Male,Electrical,0,8,1,1,1,2.0,49008.0,600.0
966,966,22,Male,Mechanical,0,7,1,0,0,2.0,42514.0,500.0
967,967,22,Female,Electronics And Communication,1,6,0,0,0,3.0,37518.0,500.0
968,968,21,Male,Mechanical,0,8,1,0,1,2.0,52451.0,600.0
969,969,21,Male,Electrical,0,7,0,0,0,2.0,37743.0,500.0
970,970,22,Male,Electronics And Communication,1,6,0,0,0,3.0,44449.0,500.0
971,971,21,Male,Civil,0,8,0,0,1,2.0,41138.0,600.0
972,972,21,Male,Civil,0,8,1,0,1,2.0,54240.0,600.0
973,973,22,Male,Computer Science,1,7,0,0,1,3.0,41240.0,600.0
974,974,21,Male,Mechanical,1,6,1,0,0,3.0,38011.0,500.0
975,975,21,Male,Information Technology,0,6,0,1,1,2.0,34957.0,400.0
976,976,22,Female,Computer Science,0,8,1,0,1,2.0,50392.0,600.0
977,977,21,Female,Computer Science,0,7,1,0,0,2.0,38243.0,500.0
978,978,22,Male,Civil,0,8,0,0,1,2.0,42161.0,600.0
979,979,22,Male,Computer Science,1,8,0,1,1,3.0,50143.0,700.0
980,980,22,Male,Civil,0,6,0,1,0,2.0,24177.0,400.0
981,981,22,Male,Mechanical,0,7,1,0,0,2.0,43796.0,500.0
982,982,21,Male,Electronics And Communication,1,7,0,1,1,3.0,48056.0,600.0
983,983,22,Male,Information Technology,0,8,0,0,1,2.0,41854.0,600.0
984,984,22,Male,Computer Science,0,6,0,0,1,2.0,20263.0,400.0
985,985,22,Male,Information Technology,1,8,0,0,1,3.0,52721.0,700.0
986,986,21,Male,Electronics And Communication,1,7,0,0,0,3.0,42306.0,600.0
987,987,22,Female,Computer Science,1,8,1,0,1,3.0,61650.0,700.0
988,988,22,Female,Computer Science,2,7,1,0,1,4.0,59636.0,700.0
989,989,22,Male,Electrical,0,6,0,0,0,2.0,28029.0,400.0
990,990,22,Male,Mechanical,0,6,1,0,0,2.0,20547.0,400.0
991,991,22,Male,Computer Science,2,7,0,0,1,4.0,57765.0,700.0
992,992,22,Male,Mechanical,0,7,1,0,0,2.0,39801.0,500.0
993,993,22,Male,Computer Science,1,7,0,0,1,3.0,52111.0,600.0
994,994,21,Male,Information Technology,1,6,1,1,1,3.0,42777.0,500.0
995,995,21,Male,Information Technology,1,6,0,1,1,3.0,34749.0,500.0
996,996,22,Female,Information Technology,1,7,0,0,1,3.0,40787.0,600.0
997,997,21,Male,Information Technology,2,8,0,1,1,4.0,69802.0,800.0
998,998,21,Male,Civil,0,6,0,0,0,2.0,29710.0,400.0
999,999,21,Male,Information Technology,0,6,0,0,1,2.0,31815.0,400.0
1000,1000,22,Male,Information Technology,2,8,0,0,1,4.0,70833.0,800.0
1001,1001,22,Male,Information Technology,1,8,0,0,1,3.0,64346.0,700.0
1002,1002,21,Female,Computer Science,1,8,1,1,1,3.0,51939.0,700.0
1003,1003,22,Male,Computer Science,1,7,0,0,1,3.0,47233.0,600.0
1004,1004,22,Male,Electrical,2,6,0,0,1,4.0,51180.0,600.0
1005,1005,21,Male,Civil,1,7,0,0,0,3.0,40702.0,600.0
1006,1006,21,Male,Information Technology,2,7,0,1,1,4.0,60955.0,700.0
1007,1007,22,Male,Information Technology,2,7,0,1,1,4.0,50968.0,700.0
1008,1008,21,Male,Electronics And Communication,1,6,1,1,0,3.0,42078.0,500.0
1009,1009,21,Male,Mechanical,1,8,1,1,1,3.0,61389.0,700.0
1010,1010,22,Male,Information Technology,1,8,1,0,1,3.0,55414.0,700.0
1011,1011,22,Male,Information Technology,2,6,0,1,1,4.0,53577.0,600.0
1012,1012,21,Male,Computer Science,1,6,0,1,0,3.0,32543.0,500.0
1013,1013,22,Male,Information Technology,2,7,0,0,1,4.0,53457.0,700.0
1014,1014,22,Male,Information Technology,1,8,0,0,1,3.0,64956.0,700.0
1015,1015,21,Male,Information Technology,2,7,0,1,1,4.0,57966.0,700.0
1016,1016,21,Male,Electrical,2,8,0,0,1,4.0,71684.0,800.0
1017,1017,22,Male,Civil,2,8,1,1,1,4.0,60794.0,800.0
1018,1018,22,Male,Information Technology,2,6,0,0,1,4.0,49449.0,600.0
1019,1019,22,Male,Information Technology,2,6,0,0,1,4.0,45937.0,600.0
1020,1020,21,Female,Civil,2,7,0,0,0,4.0,64318.0,700.0
1021,1021,22,Male,Electrical,1,7,0,1,0,3.0,41400.0,600.0
1022,1022,22,Male,Civil,2,7,0,0,0,4.0,58315.0,700.0
1023,1023,21,Male,Information Technology,2,8,0,0,1,4.0,73079.0,800.0
1024,1024,21,Male,Civil,1,6,0,0,0,3.0,33410.0,500.0
1025,1025,22,Female,Computer Science,2,6,1,0,1,4.0,47538.0,600.0
1026,1026,21,Female,Electronics And Communication,1,7,0,0,1,3.0,47025.0,600.0
1027,1027,22,Female,Information Technology,1,7,0,1,1,3.0,46148.0,600.0
1028,1028,21,Male,Mechanical,2,6,1,0,1,4.0,53125.0,600.0
1029,1029,22,Male,Mechanical,2,6,1,0,1,4.0,46847.0,600.0
1030,1030,21,Male,Information Technology,2,7,0,0,1,4.0,60133.0,700.0
1031,1031,22,Male,Computer Science,2,7,0,0,1,4.0,52839.0,700.0
1032,1032,21,Male,Electrical,1,6,0,0,0,3.0,31864.0,500.0
1033,1033,21,Female,Computer Science,1,6,0,0,1,3.0,40740.0,500.0
1034,1034,22,Male,Civil,2,6,1,0,1,4.0,48131.0,600.0
1035,1035,22,Male,Computer Science,1,7,0,0,1,3.0,51942.0,600.0
1036,1036,21,Male,Information Technology,1,8,0,0,1,3.0,51115.0,700.0
1037,1037,21,Male,Computer Science,2,7,0,0,1,4.0,59821.0,700.0
1038,1038,22,Female,Mechanical,1,6,1,0,0,3.0,41664.0,500.0
1039,1039,22,Female,Information Technology,1,8,0,0,1,3.0,64807.0,700.0
1040,1040,22,Male,Mechanical,1,6,1,0,0,3.0,36816.0,500.0
1041,1041,21,Male,Computer Science,1,8,0,1,1,3.0,54066.0,700.0
1042,1042,21,Male,Computer Science,2,8,0,1,1,4.0,72699.0,800.0
1043,1043,22,Male,Information Technology,2,8,0,0,1,4.0,61200.0,800.0
1044,1044,22,Male,Mechanical,1,7,1,0,0,3.0,48385.0,600.0
1045,1045,22,Male,Computer Science,2,7,0,0,0,4.0,59665.0,700.0
1046,1046,21,Male,Computer Science,2,8,0,0,1,4.0,72108.0,800.0
1047,1047,22,Male,Mechanical,1,7,1,0,0,3.0,54086.0,600.0
1048,1048,21,Male,Computer Science,2,7,0,0,1,4.0,63249.0,700.0
1049,1049,22,Male,Civil,1,6,0,0,0,3.0,34483.0,500.0
1050,1050,22,Male,Civil,2,8,0,1,1,4.0,71914.0,800.0
1051,1051,21,Male,Electrical,2,7,0,0,1,4.0,59915.0,700.0
1052,1052,21,Female,Computer Science,1,6,1,1,0,3.0,42920.0,500.0
1053,1053,22,Male,Computer Science,1,6,0,1,0,3.0,40436.0,500.0
1054,1054,22,Male,Electrical,2,7,0,0,0,4.0,55182.0,700.0
1055,1055,22,Female,Electronics And Communication,1,7,1,1,0,3.0,40199.0,600.0
1056,1056,22,Male,Civil,1,7,0,0,0,3.0,44921.0,600.0
1057,1057,21,Male,Electronics And Communication,2,6,0,0,1,4.0,47393.0,600.0
1058,1058,21,Female,Electrical,2,8,0,0,1,4.0,67693.0,800.0
1059,1059,22,Male,Computer Science,2,8,0,0,1,4.0,62551.0,800.0
1060,1060,22,Female,Electronics And Communication,2,6,0,0,1,4.0,52876.0,600.0
1061,1061,22,Male,Computer Science,1,7,0,0,0,3.0,52881.0,600.0
1062,1062,21,Female,Electronics And Communication,1,8,1,1,1,3.0,60537.0,700.0
1063,1063,22,Male,Electronics And Communication,1,7,0,0,0,3.0,46610.0,600.0
1064,1064,21,Male,Mechanical,2,8,1,1,1,4.0,62716.0,800.0
1065,1065,21,Male,Electronics And Communication,1,8,0,0,1,3.0,55789.0,700.0
1066,1066,22,Female,Electrical,2,7,0,0,0,4.0,60574.0,700.0
1067,1067,21,Male,Civil,2,7,0,0,0,4.0,51706.0,700.0
1068,1068,22,Male,Information Technology,1,7,0,0,0,3.0,41498.0,600.0
1069,1069,22,Female,Electrical,2,6,0,0,1,4.0,41826.0,600.0
1070,1070,22,Male,Electronics And Communication,2,6,0,0,1,4.0,52627.0,600.0
1071,1071,22,Male,Computer Science,1,6,0,0,0,3.0,43523.0,500.0
1072,1072,21,Male,Computer Science,1,8,0,0,1,3.0,59806.0,700.0
1073,1073,22,Male,Electronics And Communication,2,6,0,0,1,4.0,54667.0,600.0
1074,1074,21,Male,Information Technology,1,7,0,0,0,3.0,48500.0,600.0
1075,1075,21,Male,Information Technology,2,7,0,1,0,4.0,50259.0,700.0
1076,1076,21,Female,Computer Science,2,7,1,1,0,4.0,61659.0,700.0
1077,1077,21,Male,Computer Science,2,8,0,0,1,4.0,64494.0,800.0
1078,1078,22,Male,Information Technology,1,7,0,0,0,3.0,44756.0,600.0
1079,1079,21,Male,Civil,2,7,0,0,0,4.0,51270.0,700.0
1080,1080,21,Female,Computer Science,2,8,1,0,1,4.0,66971.0,800.0
1081,1081,22,Male,Mechanical,1,6,1,0,0,3.0,44031.0,500.0
1082,1082,22,Male,Mechanical,1,7,1,0,0,3.0,45919.0,600.0
1083,1083,22,Male,Information Technology,1,6,0,0,0,3.0,30710.0,500.0
1084,1084,21,Male,Electrical,1,6,0,0,0,3.0,31660.0,500.0
1085,1085,21,Male,Mechanical,1,6,1,0,0,3.0,41123.0,500.0
1086,1086,22,Male,Electrical,1,6,0,0,0,3.0,33074.0,500.0
1087,1087,22,Male,Mechanical,2,8,1,0,1,4.0,73572.0,800.0
1088,1088,22,Male,Information Technology,1,7,0,0,0,3.0,51335.0,600.0
1089,1089,22,Male,Civil,1,6,0,0,0,3.0,34412.0,500.0
1090,1090,21,Male,Information Technology,1,7,0,1,0,3.0,54255.0,600.0
1091,1091,21,Female,Computer Science,2,8,1,0,1,4.0,64730.0,800.0
1092,1092,22,Male,Electronics And Communication,2,7,0,0,0,4.0,60683.0,700.0
1093,1093,22,Male,Electronics And Communication,2,7,0,1,0,4.0,53958.0,700.0
1094,1094,22,Male,Mechanical,1,8,1,0,1,3.0,59230.0,700.0
1095,1095,22,Male,Computer Science,1,6,0,0,0,3.0,42986.0,500.0
1096,1096,22,Male,Electronics And Communication,1,7,0,1,0,3.0,45383.0,600.0
1097,1097,22,Male,Electronics And Communication,1,8,0,1,1,3.0,57395.0,700.0
1098,1098,21,Female,Electrical,1,8,0,1,1,3.0,51714.0,700.0
1099,1099,22,Female,Computer Science,1,7,1,0,0,3.0,53247.0,600.0
1100,1100,22,Female,Information Technology,1,9,1,0,1,4.0,60671.0,800.0
1101,1101,21,Male,Mechanical,2,8,1,0,1,4.0,72631.0,800.0
1102,1102,21,Male,Electronics And Communication,2,7,1,1,1,4.0,51626.0,700.0
1103,1103,22,Male,Civil,2,7,1,0,0,4.0,57105.0,700.0
1104,1104,21,Male,Information Technology,2,9,0,0,1,5.0,74308.0,900.0
1105,1105,21,Male,Civil,2,7,0,1,0,4.0,54533.0,700.0
1106,1106,22,Male,Information Technology,1,9,0,0,1,4.0,62270.0,800.0
1107,1107,22,Male,Computer Science,1,7,0,1,0,3.0,51168.0,600.0
1108,1108,21,Female,Computer Science,2,7,1,0,1,4.0,51380.0,700.0
1109,1109,21,Male,Information Technology,1,9,0,0,1,4.0,66526.0,800.0
1110,1110,21,Male,Computer Science,1,8,0,0,1,3.0,60021.0,700.0
1111,1111,22,Male,Mechanical,1,9,1,0,1,4.0,74949.0,800.0
1112,1112,21,Male,Computer Science,2,9,0,0,1,5.0,76297.0,900.0
1113,1113,21,Female,Electronics And Communication,2,9,0,0,1,5.0,83476.0,900.0
