,Unnamed: 0,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Codechef,Salary,DSA
769,769,21,Male,Electrical,0,8,0,0,1,2.0,42954.0,600.0
770,770,22,Male,Mechanical,0,7,1,0,0,2.0,33120.0,500.0
771,771,22,Female,Computer Science,2,8,1,0,1,4.0,63614.0,800.0
772,772,22,Male,Computer Science,1,8,0,0,1,3.0,51147.0,700.0
773,773,22,Male,Computer Science,1,8,0,0,1,3.0,53286.0,700.0
774,774,21,Male,Information Technology,0,7,0,0,1,2.0,31883.0,500.0
775,775,21,Female,Electronics And Communication,0,6,0,0,0,2.0,22157.0,400.0
776,776,21,Male,Electrical,1,6,0,0,0,3.0,31690.0,500.0
777,777,22,Male,Computer Science,1,6,0,0,1,3.0,34866.0,500.0
778,778,22,Male,Electrical,0,8,0,0,1,2.0,43075.0,600.0
779,779,21,Male,Electrical,1,7,0,1,1,3.0,44503.0,600.0
780,780,21,Female,Mechanical,1,7,0,0,0,3.0,41339.0,600.0
781,781,22,Male,Electrical,0,7,1,0,0,2.0,34593.0,500.0
782,782,21,Female,Information Technology,2,8,0,0,1,4.0,60428.0,800.0
783,783,22,Male,Mechanical,0,8,1,0,1,2.0,43041.0,600.0
784,784,21,Male,Computer Science,1,8,0,0,1,3.0,51150.0,700.0
785,785,22,Male,Civil,0,6,1,1,0,2.0,20368.0,400.0
786,786,21,Male,Information Technology,0,6,0,0,0,2.0,21126.0,400.0
787,787,21,Female,Electronics And Communication,1,8,1,1,1,3.0,51833.0,700.0
788,788,22,Female,Information Technology,1,8,0,0,1,3.0,53072.0,700.0
789,789,22,Male,Mechanical,1,8,1,0,1,3.0,52203.0,700.0
790,790,22,Male,Civil,0,8,1,0,1,2.0,43457.0,600.0
791,791,22,Male,Civil,0,6,0,0,0,2.0,23140.0,400.0
792,792,22,Male,Computer Science,1,8,0,0,1,3.0,54395.0,700.0
793,793,22,Male,Electronics And Communication,1,8,0,0,1,3.0,50139.0,700.0
794,794,22,Male,Computer Science,2,8,0,1,1,4.0,60670.0,800.0
795,795,22,Female,Electrical,0,8,0,0,1,2.0,43215.0,600.0
796,796,22,Male,Information Technology,1,7,1,0,1,3.0,42215.0,600.0
797,797,22,Female,Computer Science,0,8,1,0,1,2.0,44698.0,600.0
798,798,22,Male,Electrical,0,7,0,0,0,2.0,33224.0,500.0
799,799,21,Male,Electronics And Communication,0,8,0,1,1,2.0,41029.0,600.0
800,800,22,Female,Information Technology,0,7,0,0,1,2.0,32874.0,500.0
801,801,21,Male,Computer Science,1,7,0,0,1,3.0,41223.0,600.0
802,802,22,Male,Civil,1,6,0,0,0,3.0,34801.0,500.0
803,803,21,Female,Information Technology,0,6,0,0,1,2.0,20018.0,400.0
804,804,22,Male,Computer Science,1,8,0,0,1,3.0,51131.0,700.0
805,805,21,Male,Mechanical,0,8,1,0,1,2.0,44911.0,600.0
806,806,22,Male,Civil,0,6,0,0,0,2.0,21672.0,400.0
807,807,22,Male,Computer Science,1,6,0,0,1,3.0,34949.0,500.0
808,808,22,Male,Computer Science,1,7,0,0,1,3.0,40733.0,600.0
809,809,21,Male,Civil,0,6,0,0,0,2.0,22100.0,400.0
810,810,22,Male,Computer Science,1,8,0,0,1,3.0,54126.0,700.0
811,811,21,Male,Civil,1,8,0,0,1,3.0,54874.0,700.0
812,812,21,Male,Electronics And Communication,1,6,1,1,0,3.0,30218.0,500.0
813,813,22,Female,Mechanical,1,8,0,0,1,3.0,51714.0,700.0
814,814,22,Male,Information Technology,0,8,0,0,1,2.0,40086.0,600.0
815,815,21,Male,Civil,0,6,0,0,0,2.0,24030.0,400.0
816,816,22,Male,Electronics And Communication,1,6,0,0,0,3.0,30990.0,500.0
817,817,21,Male,Mechanical,0,8,1,0,1,2.0,44925.0,600.0
818,818,21,Female,Electrical,0,7,0,0,0,2.0,30325.0,500.0
819,819,22,Male,Computer Science,0,6,0,0,1,2.0,20588.0,400.0
820,820,22,Female,Information Technology,1,7,1,0,1,3.0,43910.0,600.0
821,821,21,Male,Electronics And Communication,1,8,1,0,1,3.0,52457.0,700.0
822,822,21,Male,Computer Science,2,8,0,0,1,4.0,62964.0,800.0
823,823,22,Male,Civil,0,7,0,1,0,2.0,30396.0,500.0
824,824,21,Male,Electronics And Communication,0,7,0,0,0,2.0,31212.0,500.0
825,825,21,Male,Civil,0,8,1,0,1,2.0,41458.0,600.0
826,826,21,Male,Mechanical,0,7,1,0,0,2.0,30400.0,500.0
827,827,21,Female,Information Technology,0,7,0,0,1,2.0,32462.0,500.0
828,828,21,Male,Electronics And Communication,2,6,0,0,1,4.0,41809.0,600.0
829,829,21,Female,Information Technology,0,8,0,0,1,2.0,42928.0,600.0
830,830,21,Male,Electronics And Communication,0,7,0,0,1,2.0,33412.0,500.0
831,831,21,Male,Information Technology,1,8,0,0,1,3.0,51315.0,700.0
832,832,22,Male,Electronics And Communication,3,7,0,0,0,5.0,61862.0,800.0
833,833,21,Male,Mechanical,0,6,1,0,0,2.0,22056.0,400.0
834,834,21,Male,Mechanical,0,6,1,0,0,2.0,23012.0,400.0
835,835,21,Female,Mechanical,1,8,1,0,1,3.0,52331.0,700.0
836,836,22,Male,Electrical,0,8,1,0,1,2.0,44070.0,600.0
837,837,21,Male,Information Technology,0,6,0,0,1,2.0,20530.0,400.0
838,838,22,Female,Information Technology,0,6,0,0,1,2.0,20653.0,400.0
839,839,22,Male,Computer Science,1,6,0,0,0,3.0,32509.0,500.0
840,840,21,Male,Information Technology,0,6,0,0,1,2.0,23328.0,400.0
841,841,22,Male,Computer Science,1,7,0,0,1,3.0,43279.0,600.0
842,842,22,Male,Mechanical,1,8,1,0,1,3.0,52271.0,700.0
843,843,22,Male,Electrical,0,7,1,0,0,2.0,32302.0,500.0
844,844,22,Male,Electronics And Communication,1,6,1,1,0,3.0,34923.0,500.0
845,845,21,Male,Computer Science,0,7,0,0,1,2.0,30445.0,500.0
846,846,22,Male,Electrical,1,6,0,0,0,3.0,34468.0,500.0
847,847,21,Male,Electronics And Communication,0,6,0,0,0,2.0,24976.0,400.0
848,848,22,Male,Information Technology,0,8,0,1,1,2.0,44254.0,600.0
849,849,22,Male,Electronics And Communication,2,8,0,0,1,4.0,60400.0,800.0
850,850,22,Male,Mechanical,1,7,1,0,0,3.0,40052.0,600.0
851,851,22,Female,Information Technology,0,6,0,0,0,2.0,21698.0,400.0
852,852,21,Male,Electrical,0,7,0,0,1,2.0,33214.0,500.0
853,853,22,Male,Electronics And Communication,0,7,0,0,0,2.0,30695.0,500.0
854,854,22,Male,Computer Science,1,7,0,0,1,3.0,44450.0,600.0
855,855,21,Male,Computer Science,1,8,0,0,1,3.0,50442.0,700.0
856,856,21,Male,Computer Science,2,7,0,0,1,4.0,51249.0,700.0
857,857,22,Male,Information Technology,2,6,0,0,1,4.0,40535.0,600.0
858,858,21,Male,Information Technology,1,6,0,0,1,3.0,34441.0,500.0
859,859,22,Male,Civil,0,8,0,1,1,2.0,44649.0,600.0
860,860,22,Male,Mechanical,1,7,1,0,0,3.0,41941.0,600.0
861,861,21,Male,Computer Science,1,8,0,0,1,3.0,50699.0,700.0
862,862,21,Male,Mechanical,0,8,1,0,1,2.0,40848.0,600.0
863,863,21,Male,Electrical,2,7,1,1,1,4.0,52196.0,700.0
864,864,21,Female,Computer Science,0,6,1,0,1,2.0,23718.0,400.0
865,865,22,Male,Mechanical,1,6,0,0,0,3.0,32307.0,500.0
866,866,22,Male,Civil,0,6,1,0,0,2.0,21123.0,400.0
867,867,21,Male,Electronics And Communication,2,7,0,0,1,4.0,54140.0,700.0
868,868,22,Female,Information Technology,0,8,0,0,1,2.0,40713.0,600.0
869,869,22,Male,Electronics And Communication,0,6,0,0,0,2.0,24781.0,400.0
870,870,22,Female,Information Technology,1,6,0,0,1,3.0,31080.0,500.0
871,871,22,Male,Mechanical,1,7,1,0,0,3.0,44322.0,600.0
872,872,22,Male,Mechanical,1,6,1,0,0,3.0,31096.0,500.0
873,873,22,Male,Information Technology,0,8,0,0,1,2.0,43550.0,600.0
874,874,22,Male,Information Technology,0,8,0,0,1,2.0,42503.0,600.0
875,875,21,Male,Electrical,1,6,1,1,0,3.0,32076.0,500.0
876,876,22,Male,Computer Science,1,7,0,0,1,3.0,43426.0,600.0
877,877,21,Male,Computer Science,0,8,0,1,1,2.0,43136.0,600.0
878,878,21,Male,Information Technology,2,6,0,0,1,4.0,40559.0,600.0
879,879,21,Male,Electronics And Communication,1,8,1,1,1,3.0,52522.0,700.0
880,880,22,Male,Information Technology,0,8,0,0,1,2.0,42824.0,600.0
881,881,22,Female,Information Technology,0,8,0,0,1,2.0,44585.0,600.0
882,882,22,Male,Computer Science,0,6,0,1,1,2.0,20416.0,400.0
883,883,22,Male,Information Technology,1,8,0,0,1,3.0,52722.0,700.0
884,884,21,Male,Computer Science,0,6,0,1,0,2.0,22787.0,400.0
885,885,21,Male,Electrical,0,6,0,0,0,2.0,21529.0,400.0
886,886,22,Male,Information Technology,1,8,0,1,1,3.0,51307.0,700.0
887,887,22,Male,Mechanical,0,6,1,0,0,2.0,22762.0,400.0
888,888,21,Male,Information Technology,1,8,0,0,1,3.0,54907.0,700.0
889,889,22,Male,Electrical,1,7,0,0,0,3.0,41668.0,600.0
890,890,22,Male,Electronics And Communication,0,8,0,0,1,2.0,41122.0,600.0
891,891,21,Male,Information Technology,0,8,0,0,1,2.0,44357.0,600.0
892,892,21,Female,Computer Science,1,7,1,0,1,3.0,43231.0,600.0
893,893,22,Male,Information Technology,0,6,0,0,1,2.0,21229.0,400.0
894,894,22,Male,Information Technology,0,7,0,0,1,2.0,33141.0,500.0
895,895,22,Male,Civil,0,6,1,1,0,2.0,24437.0,400.0
896,896,22,Male,Information Technology,1,7,0,0,0,3.0,42239.0,600.0
897,897,21,Male,Electrical,1,8,0,0,1,3.0,50568.0,700.0
898,898,21,Female,Information Technology,2,7,0,0,1,4.0,54943.0,700.0
899,899,22,Male,Information Technology,3,8,0,0,1,5.0,72144.0,900.0
900,900,22,Male,Mechanical,0,7,1,1,0,2.0,30223.0,500.0
901,901,21,Female,Information Technology,1,6,1,0,0,3.0,34802.0,500.0
902,902,22,Male,Mechanical,1,7,1,1,0,3.0,40449.0,600.0
903,903,21,Male,Information Technology,1,6,0,0,0,3.0,34475.0,500.0
904,904,21,Male,Mechanical,0,8,1,0,1,2.0,44854.0,600.0
905,905,22,Male,Electrical,0,8,0,1,1,2.0,40367.0,600.0
906,906,21,Male,Information Technology,1,8,0,0,1,3.0,51817.0,700.0
907,907,21,Male,Computer Science,0,6,0,0,0,2.0,21757.0,400.0
908,908,22,Male,Information Technology,0,7,0,0,0,2.0,34351.0,500.0
909,909,21,Male,Mechanical,0,8,1,0,1,2.0,42882.0,600.0
910,910,21,Male,Information Technology,0,7,0,0,0,2.0,31410.0,500.0
911,911,21,Male,Electrical,0,6,0,0,0,2.0,23019.0,400.0
912,912,21,Male,Electronics And Communication,1,7,1,1,0,3.0,44811.0,600.0
913,913,21,Male,Civil,2,7,0,0,0,4.0,50104.0,700.0
914,914,22,Female,Civil,1,8,0,0,1,3.0,54281.0,700.0
915,915,22,Male,Information Technology,0,6,0,0,1,2.0,21980.0,400.0
916,916,22,Female,Information Technology,1,6,0,0,1,3.0,30317.0,500.0
917,917,22,Male,Civil,0,7,1,0,0,2.0,32143.0,500.0
918,918,21,Male,Computer Science,0,8,0,1,1,2.0,44507.0,600.0
919,919,22,Male,Information Technology,2,6,0,0,1,4.0,43534.0,600.0
920,920,21,Male,Civil,0,6,0,0,0,2.0,24849.0,400.0
921,921,21,Male,Civil,0,8,0,0,1,2.0,42685.0,600.0
922,922,21,Male,Computer Science,0,7,0,0,1,2.0,31580.0,500.0
923,923,21,Male,Civil,1,7,0,0,0,3.0,40282.0,600.0
924,924,21,Male,Civil,1,6,0,0,0,3.0,32656.0,500.0
925,925,21,Male,Information Technology,2,8,0,1,1,4.0,60731.0,800.0
926,926,21,Female,Mechanical,1,6,1,0,0,3.0,34233.0,500.0
927,927,22,Male,Information Technology,2,8,0,0,1,4.0,60445.0,800.0
928,928,21,Female,Civil,1,8,0,1,1,3.0,50562.0,700.0
929,929,22,Male,Information Technology,0,6,0,0,1,2.0,21181.0,400.0
930,930,22,Male,Electronics And Communication,0,7,0,0,0,2.0,34927.0,500.0
931,931,21,Male,Computer Science,1,8,0,0,1,3.0,52647.0,700.0
932,932,22,Male,Information Technology,2,7,1,0,1,4.0,52353.0,700.0
933,933,22,Male,Computer Science,1,7,0,0,1,3.0,43070.0,600.0
934,934,22,Male,Information Technology,1,7,0,1,1,3.0,42441.0,600.0
935,935,22,Male,Computer Science,1,7,0,0,1,3.0,44403.0,600.0
936,936,22,Male,Mechanical,1,7,1,1,0,3.0,44758.0,600.0
937,937,22,Female,Computer Science,1,7,1,0,0,3.0,44253.0,600.0
938,938,22,Male,Mechanical,0,7,1,0,0,2.0,30654.0,500.0
939,939,22,Male,Civil,0,8,0,0,1,2.0,40986.0,600.0
940,940,22,Male,Information Technology,2,7,0,1,1,4.0,54295.0,700.0
941,941,22,Male,Mechanical,0,7,1,0,0,2.0,32670.0,500.0
942,942,22,Male,Computer Science,0,6,0,0,1,2.0,20646.0,400.0
943,943,22,Male,Electronics And Communication,0,8,0,0,1,2.0,43261.0,600.0
944,944,22,Male,Computer Science,1,8,0,0,1,3.0,54461.0,700.0
945,945,22,Male,Computer Science,1,6,0,0,1,3.0,34087.0,500.0
946,946,22,Male,Computer Science,2,7,0,0,1,4.0,52019.0,700.0
947,947,21,Male,Computer Science,1,8,0,0,1,3.0,51680.0,700.0
948,948,21,Male,Information Technology,0,7,0,1,1,2.0,33465.0,500.0
949,949,22,Male,Computer Science,0,7,0,0,1,2.0,33306.0,500.0
950,950,22,Female,Information Technology,0,8,0,0,1,2.0,43587.0,600.0
951,951,22,Male,Information Technology,0,7,0,0,1,2.0,34823.0,500.0
952,952,22,Male,Computer Science,0,8,0,0,1,2.0,43955.0,600.0
953,953,21,Male,Civil,1,8,0,0,1,3.0,51016.0,700.0
954,954,21,Male,Mechanical,0,7,1,0,0,2.0,33935.0,500.0
955,955,21,Male,Information Technology,1,6,0,0,1,3.0,32864.0,500.0
956,956,21,Male,Information Technology,1,8,0,0,1,3.0,52040.0,700.0
957,957,21,Male,Mechanical,0,7,1,0,0,2.0,33973.0,500.0
958,958,22,Male,Computer Science,1,7,0,0,1,3.0,41965.0,600.0
959,959,21,Male,Computer Science,1,7,0,0,1,3.0,43928.0,600.0
960,960,22,Male,Mechanical,1,8,1,0,1,3.0,51208.0,700.0
961,961,22,Male,Information Technology,1,8,1,0,1,3.0,51739.0,700.0
962,962,21,Male,Information Technology,0,6,0,1,1,2.0,24720.0,400.0
963,963,21,Male,Information Technology,0,7,0,1,1,2.0,32256.0,500.0
964,964,22,Male,Information Technology,2,8,0,0,1,4.0,61142.0,800.0
965,965,22,Male,Electrical,0,8,1,1,1,2.0,40635.0,600.0
966,966,22,Male,Mechanical,0,7,1,0,0,2.0,33488.0,500.0
967,967,22,Female,Electronics And Communication,1,6,0,0,0,3.0,32601.0,500.0
968,968,21,Male,Mechanical,0,8,1,0,1,2.0,41957.0,600.0
969,969,21,Male,Electrical,0,7,0,0,0,2.0,33025.0,500.0
970,970,22,Male,Electronics And Communication,1,6,0,0,0,3.0,31611.0,500.0
971,971,21,Male,Civil,0,8,0,0,1,2.0,43208.0,600.0
972,972,21,Male,Civil,0,8,1,0,1,2.0,40988.0,600.0
973,973,22,Male,Computer Science,1,7,0,0,1,3.0,42945.0,600.0
974,974,21,Male,Mechanical,1,6,1,0,0,3.0,31776.0,500.0
975,975,21,Male,Information Technology,0,6,0,1,1,2.0,24653.0,400.0
976,976,22,Female,Computer Science,0,8,1,0,1,2.0,44841.0,600.0
977,977,21,Female,Computer Science,0,7,1,0,0,2.0,32212.0,500.0
978,978,22,Male,Civil,0,8,0,0,1,2.0,44094.0,600.0
979,979,22,Male,Computer Science,1,8,0,1,1,3.0,53031.0,700.0
980,980,22,Male,Civil,0,6,0,1,0,2.0,22379.0,400.0
981,981,22,Male,Mechanical,0,7,1,0,0,2.0,33473.0,500.0
982,982,21,Male,Electronics And Communication,1,7,0,1,1,3.0,43275.0,600.0
983,983,22,Male,Information Technology,0,8,0,0,1,2.0,42796.0,600.0
984,984,22,Male,Computer Science,0,6,0,0,1,2.0,23133.0,400.0
985,985,22,Male,Information Technology,1,8,0,0,1,3.0,51983.0,700.0
986,986,21,Male,Electronics And Communication,1,7,0,0,0,3.0,42300.0,600.0
987,987,22,Female,Computer Science,1,8,1,0,1,3.0,54060.0,700.0
988,988,22,Female,Computer Science,2,7,1,0,1,4.0,50433.0,700.0
989,989,22,Male,Electrical,0,6,0,0,0,2.0,24175.0,400.0
990,990,22,Male,Mechanical,0,6,1,0,0,2.0,20813.0,400.0
991,991,22,Male,Computer Science,2,7,0,0,1,4.0,52636.0,700.0
992,992,22,Male,Mechanical,0,7,1,0,0,2.0,31792.0,500.0
993,993,22,Male,Computer Science,1,7,0,0,1,3.0,44435.0,600.0
994,994,21,Male,Information Technology,1,6,1,1,1,3.0,33357.0,500.0
995,995,21,Male,Information Technology,1,6,0,1,1,3.0,31441.0,500.0
996,996,22,Female,Information Technology,1,7,0,0,1,3.0,44493.0,600.0
997,997,21,Male,Information Technology,2,8,0,1,1,4.0,61546.0,800.0
998,998,21,Male,Civil,0,6,0,0,0,2.0,22211.0,400.0
999,999,21,Male,Information Technology,0,6,0,0,1,2.0,20307.0,400.0
1000,1000,22,Male,Information Technology,2,8,0,0,1,4.0,62090.0,800.0
1001,1001,22,Male,Information Technology,1,8,0,0,1,3.0,51298.0,700.0
1002,1002,21,Female,Computer Science,1,8,1,1,1,3.0,51433.0,700.0
1003,1003,22,Male,Computer Science,1,7,0,0,1,3.0,40297.0,600.0
1004,1004,22,Male,Electrical,2,6,0,0,1,4.0,41770.0,600.0
1005,1005,21,Male,Civil,1,7,0,0,0,3.0,42333.0,600.0
1006,1006,21,Male,Information Technology,2,7,0,1,1,4.0,52350.0,700.0
1007,1007,22,Male,Information Technology,2,7,0,1,1,4.0,53032.0,700.0
1008,1008,21,Male,Electronics And Communication,1,6,1,1,0,3.0,33626.0,500.0
1009,1009,21,Male,Mechanical,1,8,1,1,1,3.0,54343.0,700.0
1010,1010,22,Male,Information Technology,1,8,1,0,1,3.0,52344.0,700.0
1011,1011,22,Male,Information Technology,2,6,0,1,1,4.0,41310.0,600.0
1012,1012,21,Male,Computer Science,1,6,0,1,0,3.0,33352.0,500.0
1013,1013,22,Male,Information Technology,2,7,0,0,1,4.0,54988.0,700.0
1014,1014,22,Male,Information Technology,1,8,0,0,1,3.0,52982.0,700.0
1015,1015,21,Male,Information Technology,2,7,0,1,1,4.0,52277.0,700.0
1016,1016,21,Male,Electrical,2,8,0,0,1,4.0,64742.0,800.0
1017,1017,22,Male,Civil,2,8,1,1,1,4.0,63277.0,800.0
1018,1018,22,Male,Information Technology,2,6,0,0,1,4.0,43034.0,600.0
1019,1019,22,Male,Information Technology,2,6,0,0,1,4.0,43559.0,600.0
1020,1020,21,Female,Civil,2,7,0,0,0,4.0,51512.0,700.0
1021,1021,22,Male,Electrical,1,7,0,1,0,3.0,42423.0,600.0
1022,1022,22,Male,Civil,2,7,0,0,0,4.0,50053.0,700.0
1023,1023,21,Male,Information Technology,2,8,0,0,1,4.0,62253.0,800.0
1024,1024,21,Male,Civil,1,6,0,0,0,3.0,31327.0,500.0
1025,1025,22,Female,Computer Science,2,6,1,0,1,4.0,40386.0,600.0
1026,1026,21,Female,Electronics And Communication,1,7,0,0,1,3.0,44502.0,600.0
1027,1027,22,Female,Information Technology,1,7,0,1,1,3.0,42990.0,600.0
1028,1028,21,Male,Mechanical,2,6,1,0,1,4.0,41164.0,600.0
1029,1029,22,Male,Mechanical,2,6,1,0,1,4.0,43411.0,600.0
1030,1030,21,Male,Information Technology,2,7,0,0,1,4.0,53347.0,700.0
1031,1031,22,Male,Computer Science,2,7,0,0,1,4.0,54774.0,700.0
1032,1032,21,Male,Electrical,1,6,0,0,0,3.0,33710.0,500.0
1033,1033,21,Female,Computer Science,1,6,0,0,1,3.0,33205.0,500.0
1034,1034,22,Male,Civil,2,6,1,0,1,4.0,44976.0,600.0
1035,1035,22,Male,Computer Science,1,7,0,0,1,3.0,44990.0,600.0
1036,1036,21,Male,Information Technology,1,8,0,0,1,3.0,51415.0,700.0
1037,1037,21,Male,Computer Science,2,7,0,0,1,4.0,52055.0,700.0
1038,1038,22,Female,Mechanical,1,6,1,0,0,3.0,34399.0,500.0
1039,1039,22,Female,Information Technology,1,8,0,0,1,3.0,53366.0,700.0
1040,1040,22,Male,Mechanical,1,6,1,0,0,3.0,33848.0,500.0
1041,1041,21,Male,Computer Science,1,8,0,1,1,3.0,50857.0,700.0
1042,1042,21,Male,Computer Science,2,8,0,1,1,4.0,63805.0,800.0
1043,1043,22,Male,Information Technology,2,8,0,0,1,4.0,61662.0,800.0
1044,1044,22,Male,Mechanical,1,7,1,0,0,3.0,42635.0,600.0
1045,1045,22,Male,Computer Science,2,7,0,0,0,4.0,50045.0,700.0
1046,1046,21,Male,Computer Science,2,8,0,0,1,4.0,63889.0,800.0
1047,1047,22,Male,Mechanical,1,7,1,0,0,3.0,43737.0,600.0
1048,1048,21,Male,Computer Science,2,7,0,0,1,4.0,54319.0,700.0
1049,1049,22,Male,Civil,1,6,0,0,0,3.0,31864.0,500.0
1050,1050,22,Male,Civil,2,8,0,1,1,4.0,62063.0,800.0
1051,1051,21,Male,Electrical,2,7,0,0,1,4.0,51183.0,700.0
1052,1052,21,Female,Computer Science,1,6,1,1,0,3.0,32287.0,500.0
1053,1053,22,Male,Computer Science,1,6,0,1,0,3.0,32983.0,500.0
1054,1054,22,Male,Electrical,2,7,0,0,0,4.0,50553.0,700.0
1055,1055,22,Female,Electronics And Communication,1,7,1,1,0,3.0,40404.0,600.0
1056,1056,22,Male,Civil,1,7,0,0,0,3.0,42443.0,600.0
1057,1057,21,Male,Electronics And Communication,2,6,0,0,1,4.0,44745.0,600.0
1058,1058,21,Female,Electrical,2,8,0,0,1,4.0,60413.0,800.0
1059,1059,22,Male,Computer Science,2,8,0,0,1,4.0,60321.0,800.0
1060,1060,22,Female,Electronics And Communication,2,6,0,0,1,4.0,43105.0,600.0
1061,1061,22,Male,Computer Science,1,7,0,0,0,3.0,41740.0,600.0
1062,1062,21,Female,Electronics And Communication,1,8,1,1,1,3.0,54914.0,700.0
1063,1063,22,Male,Electronics And Communication,1,7,0,0,0,3.0,41826.0,600.0
1064,1064,21,Male,Mechanical,2,8,1,1,1,4.0,61332.0,800.0
1065,1065,21,Male,Electronics And Communication,1,8,0,0,1,3.0,54510.0,700.0
1066,1066,22,Female,Electrical,2,7,0,0,0,4.0,53172.0,700.0
1067,1067,21,Male,Civil,2,7,0,0,0,4.0,53069.0,700.0
1068,1068,22,Male,Information Technology,1,7,0,0,0,3.0,43097.0,600.0
1069,1069,22,Female,Electrical,2,6,0,0,1,4.0,43799.0,600.0
1070,1070,22,Male,Electronics And Communication,2,6,0,0,1,4.0,44209.0,600.0
1071,1071,22,Male,Computer Science,1,6,0,0,0,3.0,33638.0,500.0
1072,1072,21,Male,Computer Science,1,8,0,0,1,3.0,52171.0,700.0
1073,1073,22,Male,Electronics And Communication,2,6,0,0,1,4.0,42996.0,600.0
1074,1074,21,Male,Information Technology,1,7,0,0,0,3.0,44698.0,600.0
1075,1075,21,Male,Information Technology,2,7,0,1,0,4.0,52667.0,700.0
1076,1076,21,Female,Computer Science,2,7,1,1,0,4.0,54497.0,700.0
1077,1077,21,Male,Computer Science,2,8,0,0,1,4.0,63109.0,800.0
1078,1078,22,Male,Information Technology,1,7,0,0,0,3.0,44981.0,600.0
1079,1079,21,Male,Civil,2,7,0,0,0,4.0,50284.0,700.0
1080,1080,21,Female,Computer Science,2,8,1,0,1,4.0,63690.0,800.0
1081,1081,22,Male,Mechanical,1,6,1,0,0,3.0,32002.0,500.0
1082,1082,22,Male,Mechanical,1,7,1,0,0,3.0,42061.0,600.0
1083,1083,22,Male,Information Technology,1,6,0,0,0,3.0,32925.0,500.0
1084,1084,21,Male,Electrical,1,6,0,0,0,3.0,33960.0,500.0
1085,1085,21,Male,Mechanical,1,6,1,0,0,3.0,31001.0,500.0
1086,1086,22,Male,Electrical,1,6,0,0,0,3.0,33294.0,500.0
1087,1087,22,Male,Mechanical,2,8,1,0,1,4.0,60147.0,800.0
1088,1088,22,Male,Information Technology,1,7,0,0,0,3.0,44265.0,600.0
1089,1089,22,Male,Civil,1,6,0,0,0,3.0,31375.0,500.0
1090,1090,21,Male,Information Technology,1,7,0,1,0,3.0,44581.0,600.0
1091,1091,21,Female,Computer Science,2,8,1,0,1,4.0,62615.0,800.0
1092,1092,22,Male,Electronics And Communication,2,7,0,0,0,4.0,52893.0,700.0
1093,1093,22,Male,Electronics And Communication,2,7,0,1,0,4.0,52292.0,700.0
1094,1094,22,Male,Mechanical,1,8,1,0,1,3.0,54085.0,700.0
1095,1095,22,Male,Computer Science,1,6,0,0,0,3.0,34578.0,500.0
1096,1096,22,Male,Electronics And Communication,1,7,0,1,0,3.0,41638.0,600.0
1097,1097,22,Male,Electronics And Communication,1,8,0,1,1,3.0,53081.0,700.0
1098,1098,21,Female,Electrical,1,8,0,1,1,3.0,53655.0,700.0
1099,1099,22,Female,Computer Science,1,7,1,0,0,3.0,42319.0,600.0
1100,1100,22,Female,Information Technology,1,9,1,0,1,4.0,61553.0,800.0
1101,1101,21,Male,Mechanical,2,8,1,0,1,4.0,63543.0,800.0
1102,1102,21,Male,Electronics And Communication,2,7,1,1,1,4.0,52765.0,700.0
1103,1103,22,Male,Civil,2,7,1,0,0,4.0,52568.0,700.0
1104,1104,21,Male,Information Technology,2,9,0,0,1,5.0,74888.0,900.0
1105,1105,21,Male,Civil,2,7,0,1,0,4.0,51724.0,700.0
1106,1106,22,Male,Information Technology,1,9,0,0,1,4.0,64962.0,800.0
1107,1107,22,Male,Computer Science,1,7,0,1,0,3.0,42353.0,600.0
1108,1108,21,Female,Computer Science,2,7,1,0,1,4.0,54310.0,700.0
1109,1109,21,Male,Information Technology,1,9,0,0,1,4.0,60887.0,800.0
1110,1110,21,Male,Computer Science,1,8,0,0,1,3.0,51596.0,700.0
1111,1111,22,Male,Mechanical,1,9,1,0,1,4.0,60933.0,800.0
1112,1112,21,Male,Computer Science,2,9,0,0,1,5.0,71777.0,900.0
1113,1113,21,Female,Electronics And Communication,2,9,0,0,1,5.0,70480.0,900.0
1114,1114,21,Male,Electronics And Communication,1,8,0,0,1,3.0,54535.0,700.0
1115,1115,22,Male,Computer Science,1,9,0,0,1,4.0,64432.0,800.0
1116,1116,21,Male,Electrical,1,8,0,1,1,3.0,50055.0,700.0
1117,1117,21,Male,Electronics And Communication,2,8,0,0,1,4.0,60217.0,800.0
1118,1118,22,Male,Information Technology,2,8,0,0,1,4.0,64364.0,800.0
1119,1119,21,Male,Mechanical,2,9,1,0,1,5.0,73946.0,900.0
1120,1120,21,Male,Electrical,2,7,1,1,1,4.0,51622.0,700.0
1121,1121,21,Male,Mechanical,1,9,1,1,1,4.0,63864.0,800.0
1122,1122,22,Female,Electrical,2,8,0,0,1,4.0,63465.0,800.0
1123,1123,21,Male,Civil,2,9,0,0,1,5.0,73162.0,900.0
1124,1124,22,Male,Mechanical,1,9,1,0,1,4.0,61926.0,800.0
1125,1125,21,Female,Information Technology,2,9,0,0,1,5.0,72440.0,900.0
1126,1126,22,Female,Electronics And Communication,1,8,1,1,1,3.0,51773.0,700.0
1127,1127,22,Male,Electronics And Communication,1,8,0,0,1,3.0,53153.0,700.0
